name,garnish,serving_suggestion,ingredients,steps,review_count,url,website,image_url
Anita's Attitude Adjuster,Lemon slice & cherry on stick (sail),Serve in a Sling glass,"['1⁄2 shot De Kuyper Triple Sec (40%)', '1⁄2 shot Patrón Reposado tequila', '1⁄2 shot Bacardi Carta Blanca light rum', '1⁄2 shot Rutte Dry Gin', '1⁄2 shot Ketel One Vodka', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄2 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', 'Top up with Brut Champagne']",SHAKE first seven ingredients with ice and strain into ice-filled glass. TOP with champagne and gently stir.,1,https://www.diffordsguide.com/cocktails/recipe/63/anitas-attitude-adjuster,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/43/2015fb38bcd04f5a42e554d0f41a4158f262.jpg
Apache,None,Serve in a Shot glass,"['3⁄4 shot Bebo Coffee Liqueur', '1⁄2 shot Green melon liqueur', '1⁄2 shot Irish cream liqueur']",Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the following order.,1,https://www.diffordsguide.com/cocktails/recipe/64/apache,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/20/2015e2bdeb2931027825c62172c6ab8fa21f.jpg
Aphrodisiac,Apple slice,Serve in a Collins glass,"['2 slice Root ginger (thumbnail-sized slice)', '2 shot Absolut Vanilia vodka', '1⁄2 shot Green Chartreuse liqueur', '2 1⁄2 shot Apple juice', '1 1⁄2 shot Sauvignon blanc wine']","MUDDLE ginger in base of shaker. Add other ingredients, SHAKE with ice and fine strain into ice-filled glass.",0,https://www.diffordsguide.com/cocktails/recipe/65/aphrodisiac,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/22/2015be5ceceb062d54fe638435994487eb96.jpg
Apple & Blackberry Pie,Dust with cinnamon powder & blackberry,Serve in a Martini glass,"['7 fresh Blackberries', '2 shot Ketel One Vodka', '1 shot Apple juice', 'Float Single cream / half-and-half']","MUDDLE blackberries in base of shaker. Add vodka and apple juice, SHAKE all ingredients with ice and fine strain into chilled glass. FLOAT cream on the surface of the drink by pouring over the back of a spoon and swirl to form a thin layer. Depending on the sweetness of your blackberries, you may need to add a touch of sugar syrup.",1,https://www.diffordsguide.com/cocktails/recipe/66/apple-and-blackberry-pie,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/25/2015bba3d10de2f418822e59145254d0b966.jpg
Apple & Cranberry Pie,Dust with cinnamon powder,Serve in a Martini glass,"['1 1⁄2 shot Ketel One Vodka', '3⁄4 shot Apple Schnapps liqueur', '1 shot Cranberry juice (sweetened)', 'Float Single cream / half-and-half']",SHAKE first 3 ingredients with ice and fine strain into chilled glass. FLOAT cream on surface of drink by pouring over back of spoon and swirl to form a thin layer.,1,https://www.diffordsguide.com/cocktails/recipe/67/apple-and-cranberry-pie,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/30/201528079f5542bb9bd8919c5632090fc9a4.jpg
Apple & Custard Cocktail,Apple wedge,Serve in a Martini glass,"['2 shot Warninks Advocaat liqueur', '1 1⁄2 shot Avallen Calvados', '1⁄2 shot Apple Schnapps liqueur', '1⁄4 shot Vanilla sugar syrup']",SHAKE all ingredients with ice and fine strain into chilled glass.,0,https://www.diffordsguide.com/cocktails/recipe/68/apple-and-custard-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/31/2015b7229018dc5515efac940885ed4bd3b5.jpg
Apple & Elderflower Collins,Lemon slice,Serve in a Collins glass,"['1 1⁄2 shot Rutte Dry Gin', '1 shot St-Germain elderflower liqueur', '1 shot Apple Schnapps liqueur', '1 shot Lime juice (freshly squeezed)', 'Top up with Thomas Henry Soda Water']",SHAKE first 4 ingredients with ice and strain into ice-filled glass. TOP with soda and briefly stir.,8,https://www.diffordsguide.com/cocktails/recipe/69/apple-and-elderflower-collins,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/36/201541b6993eaccf15b4f5caa7a624f38e4f.jpg
Apple & Melon Cocktail,Apple wedge,Serve in a Martini glass,"['2 shot Ketel One Vodka', '1 shot Sour apple liqueur', '1⁄2 shot Green melon liqueur', '1⁄2 shot Lime juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,6,https://www.diffordsguide.com/cocktails/recipe/70/apple-and-melon-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/39/2015706a202c3e0063663309e42e0655d913.jpg
Apple & Spice,Dust with cinnamon powder,Serve in a Shot glass,"['3⁄4 shot Avallen Calvados', '3⁄4 shot Single cream / half-and-half']",Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the following order.,1,https://www.diffordsguide.com/cocktails/recipe/71/apple-and-spice,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/33/2015005206a63d7e9b9f54e9b5fa6c1ef137.jpg
Apple Brandy Sour,Lemon slice & Luxardo Maraschino cherry on stick (sail),Serve in an Old-fashioned glass,"['2 shot Avallen Calvados', '1 shot Lemon juice (freshly squeezed)', '3⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '3 dash Angostura Aromatic Bitters', '1⁄2 shot Pasteurised egg white']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and strain into ice-filled glass.,26,https://www.diffordsguide.com/cocktails/recipe/72/apple-brandy-sour,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/36/2015ed3f25ade14bd71ba4f23112a6246375.jpg
Apple Breeze,Apple wedge,Serve in a Collins glass,"['2 shot Bison grass vodka', '2 1⁄2 shot Apple juice', '1 1⁄2 shot Cranberry juice (sweetened)']",SHAKE all ingredients with ice and strain into ice-filled glass.,4,https://www.diffordsguide.com/cocktails/recipe/73/apple-breeze,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/39/20152b8de905d2e747c19da04dd8ab64cb75.jpg
Apple Buck,Apple wedge,Serve in a Collins glass,"['1 1⁄2 shot Avallen Calvados', '1⁄2 shot Sour apple liqueur', '1 shot Apple juice', '1⁄2 shot Lime juice (freshly squeezed)', 'Top up with Thomas Henry Ginger Ale']",SHAKE first four ingredients with ice and strain into ice-filled glass. TOP with ginger ale.,2,https://www.diffordsguide.com/cocktails/recipe/74/apple-buck,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/40/2015d8602afcfc8db7880888396cd02da8ff.jpg
Apple Cart,Optional sugar rim with apple wedge on rim or float dehydrated apple slice,Serve in a Coupe glass,"['1 1⁄2 shot Avallen Calvados', '1 shot De Kuyper Triple Sec (40%)', '2⁄3 shot Lemon juice (freshly squeezed)', '1⁄3 shot Apple Schnapps liqueur (optional)', '1⁄3 shot Chilled water (omit if using wet ice)']",SHAKE all ingredients with ice and fine strain into chilled glass.,20,https://www.diffordsguide.com/cocktails/recipe/75/apple-cart,diffords,https://cdn.diffords.com/contrib/stock-images/2018/11/5bdc7f1e1cdff.jpg
Apple Crumble Cocktail #1,Apple wedge,Serve in a Martini glass,"[""2 shot Dewar's 12 Year Old Scotch whisky"", '1⁄4 shot Butterscotch liqueur', '1 shot Apple juice', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",SHAKE all ingredients with ice and fine strain into chilled glass.,6,https://www.diffordsguide.com/cocktails/recipe/76/apple-crumble-cocktail-1,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/05/201573135b061550c093be341d9a7ab738c7.jpg
Apple Crumble Cocktail #2,Dust with cinnamon powder,Serve in a Martini glass,"['2 shot Tuaca liqueur', '1⁄2 shot Lemon juice (freshly squeezed)', '2 shot Apple juice']",SHAKE all ingredients with ice and fine strain into chilled glass.,3,https://www.diffordsguide.com/cocktails/recipe/77/apple-crumble-cocktail-2,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/07/2015f05863b1eba06a29144188963f14015b.jpg
Apple Daiquiri,Apple wedge,Serve in a Martini glass,"['2 shot Bacardi Carta Blanca light rum', '1 1⁄2 shot Apple juice', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",SHAKE all ingredients with ice and fine strain into chilled glass.,3,https://www.diffordsguide.com/cocktails/recipe/78/apple-daiquiri,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/10/20168b1a2f339a0ec6c8f4ee4ea8f4a2e760.jpg
Apple Mac,Float thin apple slice (fresh or hydrated),Serve in a Coupe glass,"[""2 shot Dewar's 12 Year Old Scotch whisky"", '1 1⁄2 shot Apple juice', '1⁄2 shot Green ginger wine', ""6 drop Bob's Ginger Bitters""]",SHAKE all ingredients with ice and fine strain into chilled glass.,1,https://www.diffordsguide.com/cocktails/recipe/79/apple-mac,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/11/2016b676885c7546ea738a34da5db9d23b6c.jpg
Apple Manhattan,"Apple wedge, apple fan or dehydrated apple slice",Serve in a Martini glass,"['1 2⁄3 shot Bourbon whiskey', '1 1⁄6 shot Apple Schnapps liqueur', '5⁄12 shot Martini Rosso sweet vermouth']",STIR all ingredients with ice and strain into chilled glass.,6,https://www.diffordsguide.com/cocktails/recipe/80/apple-manhattan,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/11/201607bf92e49d8ee0a580ee9ae07af03c80.jpg
Apple Martini (simple),Luxardo Maraschino cherry,"Serve in a Martini glass
Photographed in an Urban Bar Verdot Martini 21cl","['2 shot Ketel One Vodka', '1 3⁄4 shot Apple juice', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",SHAKE all ingredients with ice and fine strain into chilled glass.,9,https://www.diffordsguide.com/cocktails/recipe/81/apple-martini-simple,diffords,https://cdn.diffords.com/contrib/stock-images/2021/11/619231802273e.jpg
Apple Martini (IBA spec),Apple slice,Serve in a Martini glass,"['2 shot Ketel One Vodka', '3⁄4 shot Apple Schnapps liqueur', '3⁄4 shot De Kuyper Triple Sec (40%)']",STIR all ingredients with ice and fine strain into chilled glass.,0,https://www.diffordsguide.com/cocktails/recipe/83/apple-martini-iba-spec,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/15/20161f973f6f334ecfa67810a2c4d1d787af.jpg
Apple Mojito,Mint sprig,Serve in a Collins glass,"['12 fresh Mint leaves', '2 shot Bacardi Carta Blanca light rum', '1 shot Apple Schnapps liqueur', '1 shot Lime juice (freshly squeezed)']","Lightly MUDDLE (just to bruise) mint in base of glass. Add other ingredients, half fill glass with crushed ice and CHURN (stir) with bar spoon. Fill glass to brim with more crushed ice and CHURN some more. Serve with straws.",0,https://www.diffordsguide.com/cocktails/recipe/84/apple-mojito,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/34/20168e4fe485406c61b67db9667cfd572f88.jpg
Apple Of One's Eye,Apple wedge,Serve in a Collins glass,"['2 shot Rémy Martin 1738 Cognac', '1⁄2 shot Lime juice (freshly squeezed)', '1 1⁄2 shot Apple juice', 'Top up with Thomas Henry Ginger Beer']",SHAKE first three ingredients with ice and strain into ice-filled glass. TOP with ginger beer.,3,https://www.diffordsguide.com/cocktails/recipe/86/apple-of-ones-eye,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/41/2016f39b48308455f13f383e3d4f98a3f0d7.jpg
Apple Pie Cocktail,Apple wedge,Serve in a Martini glass,"['1 1⁄2 shot Bison grass vodka', '1⁄2 shot Cinnamon schnapps & Goldwasser liqueurs', '2 shot Apple juice', '1 shot Cranberry juice (sweetened)']",SHAKE all ingredients with ice and fine strain into chilled glass.,1,https://www.diffordsguide.com/cocktails/recipe/87/apple-pie-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/42/2016deccf046dd6e3ea1b0df99149a0d66aa.jpg
Apple Pie Shot,Dust with cinnamon powder,Serve in a Shot glass,"['1 shot Apple Schnapps liqueur', '1⁄2 shot Hazelnut liqueur', '1⁄4 shot Single cream / half-and-half']",SHAKE first 2 ingredients with ice and strain into chilled glass. FLOAT cream on drink by carefully pouring over the back of a spoon.,3,https://www.diffordsguide.com/cocktails/recipe/88/apple-pie-shot,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/43/2016be304ee2081b809a1714e871b446dd48.jpg
Appleissimo,Apple slice,Serve in a Collins glass,"['1 1⁄2 shot Apple Schnapps liqueur', '2 shot Apple juice', '1 1⁄2 shot Cranberry juice (sweetened)', '1 1⁄2 shot Pernod anise']",SHAKE first 3 ingredients with ice and strain into ice-filled glass. TOP with anis and serve with straws.,0,https://www.diffordsguide.com/cocktails/recipe/89/appleissimo,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/57/201607171c1f7413483f319f61a4faf57c3a.jpg
Apple Spritz,Peach slice,Serve in a Flute glass,"['3⁄4 shot Apple Schnapps liqueur', '1⁄4 shot Peachtree peach schnapps', 'Top up with Brut Champagne']",POUR first 2 ingredients into glass then TOP with champagne.,0,https://www.diffordsguide.com/cocktails/recipe/90/apple-spritz,diffords,https://cdn.diffords.com/contrib/stock-images/2017/4/06/201725fbd2d7b4ff0f18bde62afee7e7c4e5.jpg
Apple Strudel (by Alex Kammerling),Dust with cinnamon powder,Serve in a Martini glass,"['1 shot Apple Schnapps liqueur', '1⁄2 shot De Kuyper Brown Crème de Cacao', '1⁄2 shot Dutch Cacao white crème de cacao', '1⁄2 shot Cinnamon schnapps & Goldwasser liqueurs', '1 shot Apple juice', '3⁄4 shot Single cream / half-and-half']",SHAKE first 5 ingredients with ice and fine strain into chilled glass. Carefully FLOAT cream by pouring over the back of a spoon.,0,https://www.diffordsguide.com/cocktails/recipe/91/apple-strudel-by-alex-kammerling,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/46/2016efe47a0caf5fc78056ee23394f3671b4.jpg
Apple Strudel,Cinnamon & sugar rim,Serve in a Coupe glass,"['1 1⁄2 shot Ketel One Vodka', ""1⁄2 shot Dewar's 12 Year Old Scotch whisky"", '1⁄2 shot Apple Schnapps liqueur', '1⁄2 shot Martini Extra Dry vermouth', '1⁄2 shot Apple juice', '1⁄6 shot Cinnamon sugar syrup']",SHAKE all ingredients with ice and fine strain into chilled glass.,5,https://www.diffordsguide.com/cocktails/recipe/92/apple-strudel,diffords,https://cdn.diffords.com/contrib/stock-images/2019/10/5d966e4bcab27.jpg
Apple Sunrise,Apple slice,Serve in a Collins glass,"['2 shot Avallen Calvados', '3 1⁄2 shot Orange juice (freshly squeezed)', '1⁄2 shot Giffard Noir de Bourgogne Cassis']",SHAKE all ingredients with ice and strain into ice-filled glass.,2,https://www.diffordsguide.com/cocktails/recipe/93/apple-sunrise,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/49/201614adf1f7092226c83fcdf89b4d332a27.jpg
Temperance Apple Mojito (Alcohol-free*),Mint sprig,Serve in a Collins glass,"['12 fresh Mint leaves', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄2 shot Lime juice (freshly squeezed)', '3⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '3 shot Apple juice', 'Top up with Thomas Henry Soda Water']","PLACE mint, lemon, lime and sugar in glass. Half fill glass with crushed ice and CHURN (stir). Add more crushed ice to fill glass. Add apple juice, top with soda and CHURN some more. Serve with straws.",4,https://www.diffordsguide.com/cocktails/recipe/94/temperance-apple-mojito-alcohol-free,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/50/201609a340458c8c3c7a54b8008d18bdd678.jpg
Applesinth,Apple wedge,Serve in an Old-fashioned glass,"['1 shot La Fée Parisienne absinthe', '1 shot Apple Schnapps liqueur', '2 shot Apple juice', '3⁄4 shot Lime juice (freshly squeezed)', '1⁄2 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",SHAKE all ingredients with ice and strain into glass filled with crushed ice.,2,https://www.diffordsguide.com/cocktails/recipe/95/applesinth,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/12/20164b8ef69f4b05a692085e70a656831a39.jpg
Apples 'n' Pears,"Apple or pear slice, fresh/dehydrated, floated or on the rim",Serve in a Coupe glass,"['5⁄6 shot Avallen Calvados', '2⁄3 shot Ketel One Vodka', '1⁄2 shot Pear & cognac liqueur', '1 shot Apple juice']",SHAKE all ingredients with ice and fine strain into chilled glass.,1,https://www.diffordsguide.com/cocktails/recipe/96/apples-n-pears,diffords,https://cdn.diffords.com/contrib/stock-images/2022/02/61fa6caccb5c9.jpg
Appily Married,Cinnamon & sugar rim,Serve in a Coupe glass,"['1 2⁄3 shot Ketel One Vodka', '1⁄2 shot Apple juice', '1⁄2 shot Pink grapefruit juice (freshly squeezed)', '1⁄3 shot Honey syrup (3 honey to 1 water)']",SHAKE all ingredients with ice and fine strain into chilled pre-prepared glass.,3,https://www.diffordsguide.com/cocktails/recipe/97/appily-married,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/23/20158e8294e2d1ba1cc1054d9759b6ba61e7.jpg
Apricot Cosmo,Apricot slice,Serve in a Martini glass,"['2 shot Ketel One Vodka', '1 spoon Apricot jam (preserve)', '1 shot Cranberry juice (sweetened)', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄2 shot Lime juice (freshly squeezed)', '2 dash Orange Bitters by Angostura']","STIR apricot preserve with vodka until preserve dissolves. Add other ingredients, SHAKE with ice and fine strain into chilled glass.",9,https://www.diffordsguide.com/cocktails/recipe/98/apricot-cosmo,diffords,https://cdn.diffords.com/contrib/stock-images/2020/02/5e3acb99b982d.jpg
Apricot Fizz,Lemon wedge,Serve in a Collins glass,"['2 shot De Kuyper Apricot Brandy liqueur', '1 shot Orange juice (freshly squeezed)', '1⁄2 shot Lime juice (freshly squeezed)', 'Top up with Soda from siphon']",SHAKE first three ingredients with ice and strain into ice-filled glass. TOP with soda water.,0,https://www.diffordsguide.com/cocktails/recipe/99/apricot-fizz,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/13/20163dcc476077b0c656d81515eab01dd068.jpg
